@RELATION team_success

@ATTRIBUTE teama {ATL,BOS,CHI,CHR,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NJN,NOH,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,WAS}
@ATTRIBUTE pacea numeric
@ATTRIBUTE wona numeric
@ATTRIBUTE losta numeric
@ATTRIBUTE cumulativescorea numeric
@ATTRIBUTE teamb {ATL,BOS,CHI,CHR,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NJN,NOH,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,WAS}
@ATTRIBUTE paceb numeric
@ATTRIBUTE wonb numeric
@ATTRIBUTE lostb numeric
@ATTRIBUTE cumulativescoreb numeric
@ATTRIBUTE winner {0,1}

@DATA
LAC,91.881775,37,45,62651,TOR,95.012611,33,49,65318,0
LAC,91.881775,37,45,62651,UTA,91.195145,26,56,61361,1
LAC,91.881775,37,45,62651,WAS,96.008492,45,37,66161,0
LAL,94.820389,34,48,65930,ATL,93.94873,13,69,63680,1
LAL,94.820389,34,48,65930,BOS,95.735855,45,37,65720,1
LAL,94.820389,34,48,65930,CHI,96.283737,47,35,63778,1
LAL,94.820389,34,48,65930,CHR,96.20163,18,64,64207,1
LAL,94.820389,34,48,65930,CLE,93.840187,42,40,62969,1
LAL,94.820389,34,48,65930,DAL,95.204948,58,24,65387,0
LAL,94.820389,34,48,65930,DEN,96.02964,49,33,64821,1
LAL,94.820389,34,48,65930,DET,89.839737,54,28,61316,1
LAL,94.820389,34,48,65930,GSW,95.689407,34,48,66613,0
LAL,94.820389,34,48,65930,HOU,91.30323,51,31,62345,1
LAL,94.820389,34,48,65930,IND,90.938339,44,38,61325,1
LAL,94.820389,34,48,65930,LAC,91.881775,37,45,62651,1
LAL,94.820389,34,48,65930,MEM,90.929123,45,37,61646,1
LAL,94.820389,34,48,65930,MIA,92.870872,59,23,63796,1
LAL,94.820389,34,48,65930,MIL,93.594177,30,52,63521,1
LAL,94.820389,34,48,65930,MIN,92.771713,44,38,62964,1
LAL,94.820389,34,48,65930,NJN,91.83976,42,40,61457,1
LAL,94.820389,34,48,65930,NOH,90.471931,18,64,61735,1
LAL,94.820389,34,48,65930,NYK,94.384277,33,49,63762,1
LAL,94.820389,34,48,65930,ORL,97.333916,36,46,65411,1
LAL,94.820389,34,48,65930,PHI,97.40168,43,39,66306,1
LAL,94.820389,34,48,65930,PHO,98.47644,62,20,69615,0
LAL,94.820389,34,48,65930,POR,92.568474,27,55,63280,1
LAL,94.820389,34,48,65930,SAC,96.841805,50,32,66721,0
LAL,94.820389,34,48,65930,SAS,91.455696,59,23,61433,1
LAL,94.820389,34,48,65930,SEA,91.244949,52,30,62773,1
LAL,94.820389,34,48,65930,TOR,95.012611,33,49,65318,1
LAL,94.820389,34,48,65930,UTA,91.195145,26,56,61361,1
LAL,94.820389,34,48,65930,WAS,96.008492,45,37,66161,0
MEM,90.929123,45,37,61646,ATL,93.94873,13,69,63680,1
MEM,90.929123,45,37,61646,BOS,95.735855,45,37,65720,0
MEM,90.929123,45,37,61646,CHI,96.283737,47,35,63778,0
MEM,90.929123,45,37,61646,CHR,96.20163,18,64,64207,0
MEM,90.929123,45,37,61646,CLE,93.840187,42,40,62969,0
MEM,90.929123,45,37,61646,DAL,95.204948,58,24,65387,0
MEM,90.929123,45,37,61646,DEN,96.02964,49,33,64821,0
MEM,90.929123,45,37,61646,DET,89.839737,54,28,61316,0
MEM,90.929123,45,37,61646,GSW,95.689407,34,48,66613,0
MEM,90.929123,45,37,61646,HOU,91.30323,51,31,62345,0
MEM,90.929123,45,37,61646,IND,90.938339,44,38,61325,1
MEM,90.929123,45,37,61646,LAC,91.881775,37,45,62651,0
MEM,90.929123,45,37,61646,LAL,94.820389,34,48,65930,0
MEM,90.929123,45,37,61646,MIA,92.870872,59,23,63796,0
MEM,90.929123,45,37,61646,MIL,93.594177,30,52,63521,0
MEM,90.929123,45,37,61646,MIN,92.771713,44,38,62964,0
MEM,90.929123,45,37,61646,NJN,91.83976,42,40,61457,1
MEM,90.929123,45,37,61646,NOH,90.471931,18,64,61735,1
MEM,90.929123,45,37,61646,NYK,94.384277,33,49,63762,0
MEM,90.929123,45,37,61646,ORL,97.333916,36,46,65411,0
MEM,90.929123,45,37,61646,PHI,97.40168,43,39,66306,0
MEM,90.929123,45,37,61646,PHO,98.47644,62,20,69615,0
MEM,90.929123,45,37,61646,POR,92.568474,27,55,63280,0
MEM,90.929123,45,37,61646,SAC,96.841805,50,32,66721,0
MEM,90.929123,45,37,61646,SAS,91.455696,59,23,61433,0
MEM,90.929123,45,37,61646,SEA,91.244949,52,30,62773,0
MEM,90.929123,45,37,61646,TOR,95.012611,33,49,65318,0
MEM,90.929123,45,37,61646,UTA,91.195145,26,56,61361,1
MEM,90.929123,45,37,61646,WAS,96.008492,45,37,66161,0
MIA,92.870872,59,23,63796,ATL,93.94873,13,69,63680,1
MIA,92.870872,59,23,63796,BOS,95.735855,45,37,65720,1
MIA,92.870872,59,23,63796,CHI,96.283737,47,35,63778,1
MIA,92.870872,59,23,63796,CHR,96.20163,18,64,64207,1
MIA,92.870872,59,23,63796,CLE,93.840187,42,40,62969,1
MIA,92.870872,59,23,63796,DAL,95.204948,58,24,65387,0
MIA,92.870872,59,23,63796,DEN,96.02964,49,33,64821,1
MIA,92.870872,59,23,63796,DET,89.839737,54,28,61316,1
MIA,92.870872,59,23,63796,GSW,95.689407,34,48,66613,0
MIA,92.870872,59,23,63796,HOU,91.30323,51,31,62345,1
MIA,92.870872,59,23,63796,IND,90.938339,44,38,61325,1
MIA,92.870872,59,23,63796,LAC,91.881775,37,45,62651,1
MIA,92.870872,59,23,63796,LAL,94.820389,34,48,65930,0
MIA,92.870872,59,23,63796,MEM,90.929123,45,37,61646,1
MIA,92.870872,59,23,63796,MIL,93.594177,30,52,63521,1
MIA,92.870872,59,23,63796,MIN,92.771713,44,38,62964,1
MIA,92.870872,59,23,63796,NJN,91.83976,42,40,61457,1
MIA,92.870872,59,23,63796,NOH,90.471931,18,64,61735,1
MIA,92.870872,59,23,63796,NYK,94.384277,33,49,63762,1
MIA,92.870872,59,23,63796,ORL,97.333916,36,46,65411,1
MIA,92.870872,59,23,63796,PHI,97.40168,43,39,66306,1
MIA,92.870872,59,23,63796,PHO,98.47644,62,20,69615,0
MIA,92.870872,59,23,63796,POR,92.568474,27,55,63280,1
MIA,92.870872,59,23,63796,SAC,96.841805,50,32,66721,0
MIA,92.870872,59,23,63796,SAS,91.455696,59,23,61433,1
MIA,92.870872,59,23,63796,SEA,91.244949,52,30,62773,1
MIA,92.870872,59,23,63796,TOR,95.012611,33,49,65318,1
MIA,92.870872,59,23,63796,UTA,91.195145,26,56,61361,1
MIA,92.870872,59,23,63796,WAS,96.008492,45,37,66161,0
MIL,93.594177,30,52,63521,ATL,93.94873,13,69,63680,1
MIL,93.594177,30,52,63521,BOS,95.735855,45,37,65720,0
MIL,93.594177,30,52,63521,CHI,96.283737,47,35,63778,0
MIL,93.594177,30,52,63521,CHR,96.20163,18,64,64207,0
MIL,93.594177,30,52,63521,CLE,93.840187,42,40,62969,0
MIL,93.594177,30,52,63521,DAL,95.204948,58,24,65387,0
MIL,93.594177,30,52,63521,DEN,96.02964,49,33,64821,0
MIL,93.594177,30,52,63521,DET,89.839737,54,28,61316,0
MIL,93.594177,30,52,63521,GSW,95.689407,34,48,66613,0
MIL,93.594177,30,52,63521,HOU,91.30323,51,31,62345,0
MIL,93.594177,30,52,63521,IND,90.938339,44,38,61325,1
MIL,93.594177,30,52,63521,LAC,91.881775,37,45,62651,1
MIL,93.594177,30,52,63521,LAL,94.820389,34,48,65930,0
MIL,93.594177,30,52,63521,MEM,90.929123,45,37,61646,1
MIL,93.594177,30,52,63521,MIA,92.870872,59,23,63796,0
MIL,93.594177,30,52,63521,MIN,92.771713,44,38,62964,0
MIL,93.594177,30,52,63521,NJN,91.83976,42,40,61457,1
MIL,93.594177,30,52,63521,NOH,90.471931,18,64,61735,1
MIL,93.594177,30,52,63521,NYK,94.384277,33,49,63762,0
MIL,93.594177,30,52,63521,ORL,97.333916,36,46,65411,0
MIL,93.594177,30,52,63521,PHI,97.40168,43,39,66306,0
MIL,93.594177,30,52,63521,PHO,98.47644,62,20,69615,0
MIL,93.594177,30,52,63521,POR,92.568474,27,55,63280,1
MIL,93.594177,30,52,63521,SAC,96.841805,50,32,66721,0
MIL,93.594177,30,52,63521,SAS,91.455696,59,23,61433,0
MIL,93.594177,30,52,63521,SEA,91.244949,52,30,62773,0
MIL,93.594177,30,52,63521,TOR,95.012611,33,49,65318,0
MIL,93.594177,30,52,63521,UTA,91.195145,26,56,61361,1
MIL,93.594177,30,52,63521,WAS,96.008492,45,37,66161,0
MIN,92.771713,44,38,62964,ATL,93.94873,13,69,63680,1
MIN,92.771713,44,38,62964,BOS,95.735855,45,37,65720,0
MIN,92.771713,44,38,62964,CHI,96.283737,47,35,63778,0
MIN,92.771713,44,38,62964,CHR,96.20163,18,64,64207,1
MIN,92.771713,44,38,62964,CLE,93.840187,42,40,62969,0
MIN,92.771713,44,38,62964,DAL,95.204948,58,24,65387,0
MIN,92.771713,44,38,62964,DEN,96.02964,49,33,64821,0
MIN,92.771713,44,38,62964,DET,89.839737,54,28,61316,1
MIN,92.771713,44,38,62964,GSW,95.689407,34,48,66613,0
MIN,92.771713,44,38,62964,HOU,91.30323,51,31,62345,0
MIN,92.771713,44,38,62964,IND,90.938339,44,38,61325,1
MIN,92.771713,44,38,62964,LAC,91.881775,37,45,62651,1
MIN,92.771713,44,38,62964,LAL,94.820389,34,48,65930,0
MIN,92.771713,44,38,62964,MEM,90.929123,45,37,61646,1
MIN,92.771713,44,38,62964,MIA,92.870872,59,23,63796,0
MIN,92.771713,44,38,62964,MIL,93.594177,30,52,63521,1
MIN,92.771713,44,38,62964,NJN,91.83976,42,40,61457,1
MIN,92.771713,44,38,62964,NOH,90.471931,18,64,61735,1
MIN,92.771713,44,38,62964,NYK,94.384277,33,49,63762,1
MIN,92.771713,44,38,62964,ORL,97.333916,36,46,65411,0
MIN,92.771713,44,38,62964,PHI,97.40168,43,39,66306,0
MIN,92.771713,44,38,62964,PHO,98.47644,62,20,69615,0
MIN,92.771713,44,38,62964,POR,92.568474,27,55,63280,1
MIN,92.771713,44,38,62964,SAC,96.841805,50,32,66721,0
MIN,92.771713,44,38,62964,SAS,91.455696,59,23,61433,0
MIN,92.771713,44,38,62964,SEA,91.244949,52,30,62773,0
MIN,92.771713,44,38,62964,TOR,95.012611,33,49,65318,0
MIN,92.771713,44,38,62964,UTA,91.195145,26,56,61361,1
MIN,92.771713,44,38,62964,WAS,96.008492,45,37,66161,0
NJN,91.83976,42,40,61457,ATL,93.94873,13,69,63680,0
NJN,91.83976,42,40,61457,BOS,95.735855,45,37,65720,0
NJN,91.83976,42,40,61457,CHI,96.283737,47,35,63778,0
NJN,91.83976,42,40,61457,CHR,96.20163,18,64,64207,0
NJN,91.83976,42,40,61457,CLE,93.840187,42,40,62969,0
NJN,91.83976,42,40,61457,DAL,95.204948,58,24,65387,0
NJN,91.83976,42,40,61457,DEN,96.02964,49,33,64821,0
NJN,91.83976,42,40,61457,DET,89.839737,54,28,61316,0
NJN,91.83976,42,40,61457,GSW,95.689407,34,48,66613,0
NJN,91.83976,42,40,61457,HOU,91.30323,51,31,62345,0
NJN,91.83976,42,40,61457,IND,90.938339,44,38,61325,0
NJN,91.83976,42,40,61457,LAC,91.881775,37,45,62651,0
NJN,91.83976,42,40,61457,LAL,94.820389,34,48,65930,0
NJN,91.83976,42,40,61457,MEM,90.929123,45,37,61646,0
NJN,91.83976,42,40,61457,MIA,92.870872,59,23,63796,0
NJN,91.83976,42,40,61457,MIL,93.594177,30,52,63521,0
NJN,91.83976,42,40,61457,MIN,92.771713,44,38,62964,0
NJN,91.83976,42,40,61457,NOH,90.471931,18,64,61735,1
NJN,91.83976,42,40,61457,NYK,94.384277,33,49,63762,0
NJN,91.83976,42,40,61457,ORL,97.333916,36,46,65411,0
NJN,91.83976,42,40,61457,PHI,97.40168,43,39,66306,0
NJN,91.83976,42,40,61457,PHO,98.47644,62,20,69615,0
NJN,91.83976,42,40,61457,POR,92.568474,27,55,63280,0
NJN,91.83976,42,40,61457,SAC,96.841805,50,32,66721,0
NJN,91.83976,42,40,61457,SAS,91.455696,59,23,61433,0
NJN,91.83976,42,40,61457,SEA,91.244949,52,30,62773,0
NJN,91.83976,42,40,61457,TOR,95.012611,33,49,65318,0
NJN,91.83976,42,40,61457,UTA,91.195145,26,56,61361,1
NJN,91.83976,42,40,61457,WAS,96.008492,45,37,66161,0
NOH,90.471931,18,64,61735,ATL,93.94873,13,69,63680,0
NOH,90.471931,18,64,61735,BOS,95.735855,45,37,65720,0
NOH,90.471931,18,64,61735,CHI,96.283737,47,35,63778,0
NOH,90.471931,18,64,61735,CHR,96.20163,18,64,64207,0
NOH,90.471931,18,64,61735,CLE,93.840187,42,40,62969,0
NOH,90.471931,18,64,61735,DAL,95.204948,58,24,65387,0
NOH,90.471931,18,64,61735,DEN,96.02964,49,33,64821,0
NOH,90.471931,18,64,61735,DET,89.839737,54,28,61316,0
NOH,90.471931,18,64,61735,GSW,95.689407,34,48,66613,0
NOH,90.471931,18,64,61735,HOU,91.30323,51,31,62345,0
NOH,90.471931,18,64,61735,IND,90.938339,44,38,61325,0
NOH,90.471931,18,64,61735,LAC,91.881775,37,45,62651,0
NOH,90.471931,18,64,61735,LAL,94.820389,34,48,65930,0
NOH,90.471931,18,64,61735,MEM,90.929123,45,37,61646,0
NOH,90.471931,18,64,61735,MIA,92.870872,59,23,63796,0
NOH,90.471931,18,64,61735,MIL,93.594177,30,52,63521,0
NOH,90.471931,18,64,61735,MIN,92.771713,44,38,62964,0
NOH,90.471931,18,64,61735,NJN,91.83976,42,40,61457,0
NOH,90.471931,18,64,61735,NYK,94.384277,33,49,63762,0
NOH,90.471931,18,64,61735,ORL,97.333916,36,46,65411,0
NOH,90.471931,18,64,61735,PHI,97.40168,43,39,66306,0
NOH,90.471931,18,64,61735,PHO,98.47644,62,20,69615,0
NOH,90.471931,18,64,61735,POR,92.568474,27,55,63280,0
NOH,90.471931,18,64,61735,SAC,96.841805,50,32,66721,0
NOH,90.471931,18,64,61735,SAS,91.455696,59,23,61433,0
NOH,90.471931,18,64,61735,SEA,91.244949,52,30,62773,0
NOH,90.471931,18,64,61735,TOR,95.012611,33,49,65318,0
NOH,90.471931,18,64,61735,UTA,91.195145,26,56,61361,0
NOH,90.471931,18,64,61735,WAS,96.008492,45,37,66161,0
NYK,94.384277,33,49,63762,ATL,93.94873,13,69,63680,1
NYK,94.384277,33,49,63762,BOS,95.735855,45,37,65720,0
NYK,94.384277,33,49,63762,CHI,96.283737,47,35,63778,0
NYK,94.384277,33,49,63762,CHR,96.20163,18,64,64207,1
NYK,94.384277,33,49,63762,CLE,93.840187,42,40,62969,0
NYK,94.384277,33,49,63762,DAL,95.204948,58,24,65387,0
NYK,94.384277,33,49,63762,DEN,96.02964,49,33,64821,0
NYK,94.384277,33,49,63762,DET,89.839737,54,28,61316,0
NYK,94.384277,33,49,63762,GSW,95.689407,34,48,66613,0
NYK,94.384277,33,49,63762,HOU,91.30323,51,31,62345,0
NYK,94.384277,33,49,63762,IND,90.938339,44,38,61325,1
NYK,94.384277,33,49,63762,LAC,91.881775,37,45,62651,1
NYK,94.384277,33,49,63762,LAL,94.820389,34,48,65930,0
NYK,94.384277,33,49,63762,MEM,90.929123,45,37,61646,1
NYK,94.384277,33,49,63762,MIA,92.870872,59,23,63796,0
NYK,94.384277,33,49,63762,MIL,93.594177,30,52,63521,1
NYK,94.384277,33,49,63762,MIN,92.771713,44,38,62964,0
NYK,94.384277,33,49,63762,NJN,91.83976,42,40,61457,1
NYK,94.384277,33,49,63762,NOH,90.471931,18,64,61735,1
NYK,94.384277,33,49,63762,ORL,97.333916,36,46,65411,0
NYK,94.384277,33,49,63762,PHI,97.40168,43,39,66306,0
NYK,94.384277,33,49,63762,PHO,98.47644,62,20,69615,0
NYK,94.384277,33,49,63762,POR,92.568474,27,55,63280,1
NYK,94.384277,33,49,63762,SAC,96.841805,50,32,66721,0
NYK,94.384277,33,49,63762,SAS,91.455696,59,23,61433,0
NYK,94.384277,33,49,63762,SEA,91.244949,52,30,62773,0
NYK,94.384277,33,49,63762,TOR,95.012611,33,49,65318,0
NYK,94.384277,33,49,63762,UTA,91.195145,26,56,61361,1
NYK,94.384277,33,49,63762,WAS,96.008492,45,37,66161,0
ORL,97.333916,36,46,65411,ATL,93.94873,13,69,63680,1
ORL,97.333916,36,46,65411,BOS,95.735855,45,37,65720,0
ORL,97.333916,36,46,65411,CHI,96.283737,47,35,63778,1
ORL,97.333916,36,46,65411,CHR,96.20163,18,64,64207,1
ORL,97.333916,36,46,65411,CLE,93.840187,42,40,62969,1
ORL,97.333916,36,46,65411,DAL,95.204948,58,24,65387,0
ORL,97.333916,36,46,65411,DEN,96.02964,49,33,64821,0
ORL,97.333916,36,46,65411,DET,89.839737,54,28,61316,1
ORL,97.333916,36,46,65411,GSW,95.689407,34,48,66613,0
ORL,97.333916,36,46,65411,HOU,91.30323,51,31,62345,1
ORL,97.333916,36,46,65411,IND,90.938339,44,38,61325,1
ORL,97.333916,36,46,65411,LAC,91.881775,37,45,62651,1
ORL,97.333916,36,46,65411,LAL,94.820389,34,48,65930,0
ORL,97.333916,36,46,65411,MEM,90.929123,45,37,61646,1
ORL,97.333916,36,46,65411,MIA,92.870872,59,23,63796,0
ORL,97.333916,36,46,65411,MIL,93.594177,30,52,63521,1
ORL,97.333916,36,46,65411,MIN,92.771713,44,38,62964,1
ORL,97.333916,36,46,65411,NJN,91.83976,42,40,61457,1
ORL,97.333916,36,46,65411,NOH,90.471931,18,64,61735,1
ORL,97.333916,36,46,65411,NYK,94.384277,33,49,63762,1
ORL,97.333916,36,46,65411,PHI,97.40168,43,39,66306,0
ORL,97.333916,36,46,65411,PHO,98.47644,62,20,69615,0
ORL,97.333916,36,46,65411,POR,92.568474,27,55,63280,1
ORL,97.333916,36,46,65411,SAC,96.841805,50,32,66721,0
ORL,97.333916,36,46,65411,SAS,91.455696,59,23,61433,1
ORL,97.333916,36,46,65411,SEA,91.244949,52,30,62773,1
ORL,97.333916,36,46,65411,TOR,95.012611,33,49,65318,1
ORL,97.333916,36,46,65411,UTA,91.195145,26,56,61361,1
ORL,97.333916,36,46,65411,WAS,96.008492,45,37,66161,0
PHI,97.40168,43,39,66306,ATL,93.94873,13,69,63680,1
PHI,97.40168,43,39,66306,BOS,95.735855,45,37,65720,1
PHI,97.40168,43,39,66306,CHI,96.283737,47,35,63778,1
PHI,97.40168,43,39,66306,CHR,96.20163,18,64,64207,1
PHI,97.40168,43,39,66306,CLE,93.840187,42,40,62969,1
PHI,97.40168,43,39,66306,DAL,95.204948,58,24,65387,0
PHI,97.40168,43,39,66306,DEN,96.02964,49,33,64821,1
PHI,97.40168,43,39,66306,DET,89.839737,54,28,61316,1
PHI,97.40168,43,39,66306,GSW,95.689407,34,48,66613,0
PHI,97.40168,43,39,66306,HOU,91.30323,51,31,62345,1
PHI,97.40168,43,39,66306,IND,90.938339,44,38,61325,1
PHI,97.40168,43,39,66306,LAC,91.881775,37,45,62651,1
PHI,97.40168,43,39,66306,LAL,94.820389,34,48,65930,0
PHI,97.40168,43,39,66306,MEM,90.929123,45,37,61646,1
PHI,97.40168,43,39,66306,MIA,92.870872,59,23,63796,0
PHI,97.40168,43,39,66306,MIL,93.594177,30,52,63521,1
PHI,97.40168,43,39,66306,MIN,92.771713,44,38,62964,1
PHI,97.40168,43,39,66306,NJN,91.83976,42,40,61457,1
PHI,97.40168,43,39,66306,NOH,90.471931,18,64,61735,1
PHI,97.40168,43,39,66306,NYK,94.384277,33,49,63762,1
PHI,97.40168,43,39,66306,ORL,97.333916,36,46,65411,1
PHI,97.40168,43,39,66306,PHO,98.47644,62,20,69615,0
PHI,97.40168,43,39,66306,POR,92.568474,27,55,63280,1
PHI,97.40168,43,39,66306,SAC,96.841805,50,32,66721,0
PHI,97.40168,43,39,66306,SAS,91.455696,59,23,61433,1
PHI,97.40168,43,39,66306,SEA,91.244949,52,30,62773,1
PHI,97.40168,43,39,66306,TOR,95.012611,33,49,65318,1
PHI,97.40168,43,39,66306,UTA,91.195145,26,56,61361,1
PHI,97.40168,43,39,66306,WAS,96.008492,45,37,66161,0
PHO,98.47644,62,20,69615,ATL,93.94873,13,69,63680,1
PHO,98.47644,62,20,69615,BOS,95.735855,45,37,65720,1
PHO,98.47644,62,20,69615,CHI,96.283737,47,35,63778,1
PHO,98.47644,62,20,69615,CHR,96.20163,18,64,64207,1
PHO,98.47644,62,20,69615,CLE,93.840187,42,40,62969,1
PHO,98.47644,62,20,69615,DAL,95.204948,58,24,65387,1
PHO,98.47644,62,20,69615,DEN,96.02964,49,33,64821,1
PHO,98.47644,62,20,69615,DET,89.839737,54,28,61316,1
PHO,98.47644,62,20,69615,GSW,95.689407,34,48,66613,1
PHO,98.47644,62,20,69615,HOU,91.30323,51,31,62345,1
PHO,98.47644,62,20,69615,IND,90.938339,44,38,61325,1
PHO,98.47644,62,20,69615,LAC,91.881775,37,45,62651,1
PHO,98.47644,62,20,69615,LAL,94.820389,34,48,65930,1
PHO,98.47644,62,20,69615,MEM,90.929123,45,37,61646,1
PHO,98.47644,62,20,69615,MIA,92.870872,59,23,63796,1
PHO,98.47644,62,20,69615,MIL,93.594177,30,52,63521,1
PHO,98.47644,62,20,69615,MIN,92.771713,44,38,62964,1
PHO,98.47644,62,20,69615,NJN,91.83976,42,40,61457,1
PHO,98.47644,62,20,69615,NOH,90.471931,18,64,61735,1
PHO,98.47644,62,20,69615,NYK,94.384277,33,49,63762,1
PHO,98.47644,62,20,69615,ORL,97.333916,36,46,65411,1
PHO,98.47644,62,20,69615,PHI,97.40168,43,39,66306,1
PHO,98.47644,62,20,69615,POR,92.568474,27,55,63280,1
PHO,98.47644,62,20,69615,SAC,96.841805,50,32,66721,1
PHO,98.47644,62,20,69615,SAS,91.455696,59,23,61433,1
PHO,98.47644,62,20,69615,SEA,91.244949,52,30,62773,1
PHO,98.47644,62,20,69615,TOR,95.012611,33,49,65318,1
PHO,98.47644,62,20,69615,UTA,91.195145,26,56,61361,1
PHO,98.47644,62,20,69615,WAS,96.008492,45,37,66161,1
POR,92.568474,27,55,63280,ATL,93.94873,13,69,63680,1
POR,92.568474,27,55,63280,BOS,95.735855,45,37,65720,0
POR,92.568474,27,55,63280,CHI,96.283737,47,35,63778,0
POR,92.568474,27,55,63280,CHR,96.20163,18,64,64207,0
POR,92.568474,27,55,63280,CLE,93.840187,42,40,62969,0
POR,92.568474,27,55,63280,DAL,95.204948,58,24,65387,0
POR,92.568474,27,55,63280,DEN,96.02964,49,33,64821,0
POR,92.568474,27,55,63280,DET,89.839737,54,28,61316,0
POR,92.568474,27,55,63280,GSW,95.689407,34,48,66613,0
POR,92.568474,27,55,63280,HOU,91.30323,51,31,62345,0
POR,92.568474,27,55,63280,IND,90.938339,44,38,61325,1
POR,92.568474,27,55,63280,LAC,91.881775,37,45,62651,0
POR,92.568474,27,55,63280,LAL,94.820389,34,48,65930,0
POR,92.568474,27,55,63280,MEM,90.929123,45,37,61646,1
POR,92.568474,27,55,63280,MIA,92.870872,59,23,63796,0
POR,92.568474,27,55,63280,MIL,93.594177,30,52,63521,0
POR,92.568474,27,55,63280,MIN,92.771713,44,38,62964,0
POR,92.568474,27,55,63280,NJN,91.83976,42,40,61457,1
POR,92.568474,27,55,63280,NOH,90.471931,18,64,61735,1
POR,92.568474,27,55,63280,NYK,94.384277,33,49,63762,0
POR,92.568474,27,55,63280,ORL,97.333916,36,46,65411,0
POR,92.568474,27,55,63280,PHI,97.40168,43,39,66306,0
POR,92.568474,27,55,63280,PHO,98.47644,62,20,69615,0
POR,92.568474,27,55,63280,SAC,96.841805,50,32,66721,0
POR,92.568474,27,55,63280,SAS,91.455696,59,23,61433,0
POR,92.568474,27,55,63280,SEA,91.244949,52,30,62773,0
POR,92.568474,27,55,63280,TOR,95.012611,33,49,65318,0
POR,92.568474,27,55,63280,UTA,91.195145,26,56,61361,1
POR,92.568474,27,55,63280,WAS,96.008492,45,37,66161,0
SAC,96.841805,50,32,66721,ATL,93.94873,13,69,63680,1
SAC,96.841805,50,32,66721,BOS,95.735855,45,37,65720,1
SAC,96.841805,50,32,66721,CHI,96.283737,47,35,63778,1
SAC,96.841805,50,32,66721,CHR,96.20163,18,64,64207,1
SAC,96.841805,50,32,66721,CLE,93.840187,42,40,62969,1
SAC,96.841805,50,32,66721,DAL,95.204948,58,24,65387,1
SAC,96.841805,50,32,66721,DEN,96.02964,49,33,64821,1
SAC,96.841805,50,32,66721,DET,89.839737,54,28,61316,1
SAC,96.841805,50,32,66721,GSW,95.689407,34,48,66613,1
SAC,96.841805,50,32,66721,HOU,91.30323,51,31,62345,1
SAC,96.841805,50,32,66721,IND,90.938339,44,38,61325,1
SAC,96.841805,50,32,66721,LAC,91.881775,37,45,62651,1
SAC,96.841805,50,32,66721,LAL,94.820389,34,48,65930,1
SAC,96.841805,50,32,66721,MEM,90.929123,45,37,61646,1
SAC,96.841805,50,32,66721,MIA,92.870872,59,23,63796,1
SAC,96.841805,50,32,66721,MIL,93.594177,30,52,63521,1
SAC,96.841805,50,32,66721,MIN,92.771713,44,38,62964,1
SAC,96.841805,50,32,66721,NJN,91.83976,42,40,61457,1
SAC,96.841805,50,32,66721,NOH,90.471931,18,64,61735,1
SAC,96.841805,50,32,66721,NYK,94.384277,33,49,63762,1
SAC,96.841805,50,32,66721,ORL,97.333916,36,46,65411,1
SAC,96.841805,50,32,66721,PHI,97.40168,43,39,66306,1
SAC,96.841805,50,32,66721,PHO,98.47644,62,20,69615,0
SAC,96.841805,50,32,66721,POR,92.568474,27,55,63280,1
SAC,96.841805,50,32,66721,SAS,91.455696,59,23,61433,1
SAC,96.841805,50,32,66721,SEA,91.244949,52,30,62773,1
SAC,96.841805,50,32,66721,TOR,95.012611,33,49,65318,1
SAC,96.841805,50,32,66721,UTA,91.195145,26,56,61361,1
SAC,96.841805,50,32,66721,WAS,96.008492,45,37,66161,1
SAS,91.455696,59,23,61433,ATL,93.94873,13,69,63680,1
SAS,91.455696,59,23,61433,BOS,95.735855,45,37,65720,0
SAS,91.455696,59,23,61433,CHI,96.283737,47,35,63778,1
SAS,91.455696,59,23,61433,CHR,96.20163,18,64,64207,1
SAS,91.455696,59,23,61433,CLE,93.840187,42,40,62969,1
SAS,91.455696,59,23,61433,DAL,95.204948,58,24,65387,0
SAS,91.455696,59,23,61433,DEN,96.02964,49,33,64821,0
SAS,91.455696,59,23,61433,DET,89.839737,54,28,61316,1
SAS,91.455696,59,23,61433,GSW,95.689407,34,48,66613,0
SAS,91.455696,59,23,61433,HOU,91.30323,51,31,62345,1
SAS,91.455696,59,23,61433,IND,90.938339,44,38,61325,1
SAS,91.455696,59,23,61433,LAC,91.881775,37,45,62651,1
SAS,91.455696,59,23,61433,LAL,94.820389,34,48,65930,0
SAS,91.455696,59,23,61433,MEM,90.929123,45,37,61646,1
SAS,91.455696,59,23,61433,MIA,92.870872,59,23,63796,0
SAS,91.455696,59,23,61433,MIL,93.594177,30,52,63521,1
SAS,91.455696,59,23,61433,MIN,92.771713,44,38,62964,1
SAS,91.455696,59,23,61433,NJN,91.83976,42,40,61457,1
SAS,91.455696,59,23,61433,NOH,90.471931,18,64,61735,1
SAS,91.455696,59,23,61433,NYK,94.384277,33,49,63762,1
