@relation players
@attribute ilkid string
@attribute gp integer
@attribute minutes integer
@attribute pts integer
@attribute oreb integer
@attribute dreb integer
@attribute reb integer
@attribute asts integer
@attribute stl integer
@attribute blk integer
@attribute turnover integer
@attribute pf integer
@attribute fga integer
@attribute fgm integer
@attribute fta integer
@attribute ftm integer
@attribute tpa integer
@attribute tpm integer
@attribute class integer
@data
'MARSHTO01',168,2587,952,0,0,492,188,0,0,0,197,913,354,344,244,0,0,0
'MARSHVE01',13,174,17,14,23,37,4,4,3,0,20,29,7,7,3,0,0,0
'MARTIBI01',84,860,397,53,83,136,58,30,9,74,129,374,168,75,61,9,0,0
'MARTIBO01',54,549,113,38,81,119,18,8,34,29,108,93,41,51,31,0,0,0
'MARTIBR01',8,21,6,1,3,4,0,0,1,2,7,7,3,2,0,0,0,0
'MARTICU01',7,32,9,2,1,3,3,1,0,2,2,12,3,2,0,5,3,0
'MARTIDA01',426,8465,3302,94,455,549,1351,314,22,603,818,2874,1109,901,765,937,319,0
'MARTIDO01',137,0,410,0,0,0,36,0,0,0,251,624,176,111,58,0,0,0
'MARTIDO02',92,0,834,0,0,0,73,0,0,0,115,1215,357,188,120,0,0,0
'MARTIFE01',24,146,22,8,20,28,9,7,1,20,24,31,9,11,4,1,0,0
'MARTIJE01',143,2685,956,131,159,290,109,78,47,96,201,921,384,229,159,103,29,0
'MARTIKE01',353,11928,5356,623,2035,2658,838,461,464,819,1294,4628,2183,1453,958,158,32,1
'MARTIKE02',45,455,131,29,29,58,22,16,3,24,35,117,45,55,36,25,5,0
'MARTILA01',271,3795,1430,278,622,1258,203,46,98,0,617,1422,591,362,248,0,0,0
'MARTIMO01',69,422,204,25,40,65,49,19,9,43,69,196,74,87,52,19,4,0
'MARTIPH01',7,47,12,0,0,10,6,0,0,0,7,19,5,2,2,0,0,0
'MARTIRO01',66,1018,227,0,0,158,115,0,0,0,158,292,95,55,37,0,0,0
'MARTISL01',745,21889,7337,0,0,2302,3160,0,0,0,2238,7224,2632,2720,2073,0,0,1
'MASHBJA01',611,22761,11644,672,2599,3271,2414,632,109,1585,1533,10222,4277,3032,2323,2226,767,1
'MASINAL01',99,1954,478,0,0,205,182,0,0,0,296,462,160,253,158,0,0,0
'MASONAN01',882,30603,9656,1832,5447,7279,2963,648,244,1549,2353,7033,3583,3511,2488,12,2,1
'MASONDE01',395,12135,5101,420,1374,1794,699,291,130,584,915,4171,1890,1598,1256,245,65,0
'MASONRO01',43,441,126,3,40,43,38,15,6,25,56,129,43,24,21,57,19,0
'MASSETO01',683,12286,4239,977,1989,2966,266,261,322,685,1607,3485,1638,1364,962,11,1,0
'MASTED01',112,881,283,0,0,265,51,0,0,0,114,296,114,91,55,0,0,0
'MATTHWE01',465,9305,3654,172,454,626,1955,444,81,963,964,3059,1463,878,692,160,36,0
'MAUGHAR01',259,0,2046,0,0,141,311,0,0,0,668,2659,744,777,558,0,0,0
'MAXEYMA01',98,1146,479,141,222,363,22,27,51,78,188,336,182,168,115,3,0,0
'MAXWECE01',835,23769,10465,2108,3153,5261,1862,671,433,1841,2273,6293,3433,4592,3598,19,1,0
'MAXWEVE01',855,24309,10912,378,1822,2200,2912,975,152,1663,1766,9878,3932,2446,1792,3931,1256,0
'MAYBELE01',496,10337,2546,142,500,642,1767,352,42,591,864,2287,950,405,267,1006,379,0
'MAYDO01',379,6619,3339,29,120,1309,389,29,10,0,751,2981,1351,798,637,0,0,0
'MAYESCL01',74,1000,297,107,172,279,40,9,46,0,166,267,119,104,59,0,0,0
'MAYESTH01',24,255,99,3,13,16,35,16,2,31,41,99,30,36,24,41,15,0
'MAYFIBI01',7,54,17,7,2,9,1,0,1,3,8,18,8,2,1,0,0,0
'MAYFIKE01',13,64,37,1,7,8,4,0,0,0,18,46,17,3,3,0,0,0
'MAYSC01',355,8029,3690,508,942,1450,610,285,44,429,790,3100,1432,1018,826,8,0,0
'MAYSTR01',115,2964,1273,75,158,233,326,102,14,213,232,1047,429,415,311,287,104,0
'MAZZAMA01',26,0,98,0,0,0,29,0,0,0,34,110,33,45,32,0,0,0
'MBENGDJ01',15,58,15,3,5,8,0,0,5,5,13,14,6,4,3,0,0,0
'MCADOBO01',852,28327,18787,1818,5502,8048,1951,751,1147,1223,2726,14751,7420,5229,3944,37,3,1
'MCBRIKE01',12,249,117,0,0,31,14,0,0,0,31,147,48,29,21,0,0,0
'MCCANBO01',178,2385,739,154,314,468,104,80,78,134,349,618,296,253,146,5,1,0
'MCCANBR01',41,331,74,0,0,50,65,0,0,0,37,113,23,40,28,0,0,0
'MCCANME01',13,65,22,1,5,6,2,3,1,1,11,26,8,8,6,0,0,0
'MCCARAN01',103,1182,392,32,63,95,172,37,0,24,100,394,170,69,50,8,2,0
'MCCARHO01',19,0,21,0,0,0,2,0,0,0,22,82,10,10,1,0,0,0
'MCCARJO01',316,8828,2450,0,0,1145,1184,0,0,0,885,2714,958,859,534,0,0,0
'MCCARKE01',2,4,4,2,1,3,0,0,0,2,0,3,2,0,0,0,0,0
'MCCARMI01',68,0,658,0,0,0,62,0,0,0,189,853,239,293,180,0,0,0
'MCCARWA01',557,10020,2968,366,1120,1486,647,372,168,499,1159,2687,1059,575,404,1273,446,0
'MCCARWI01',155,2842,1090,0,0,248,304,0,0,0,281,1198,482,192,126,0,0,0
'MCCASAM01',114,969,204,74,139,213,36,24,36,52,132,215,81,69,42,3,0,0
'MCCLADW01',45,461,157,14,16,30,67,38,4,40,61,180,69,35,18,9,1,0
'MCCLATE01',178,3487,1058,97,313,410,541,183,19,144,430,963,430,252,198,0,0,1
'MCCLIDA01',6,58,18,10,7,17,1,0,2,3,11,18,9,5,0,0,0,0
'MCCLOGE01',766,17428,6925,624,1718,2342,1769,593,193,1070,1645,6140,2469,1318,1067,2573,920,0
'MCCLOJA01',1,16,6,0,0,3,1,0,0,0,2,9,3,0,0,0,0,0
'MCCONJO01',11,106,14,0,0,20,8,0,0,0,7,29,4,14,6,0,0,0
'MCCONPA01',14,297,68,0,0,34,41,0,0,0,39,71,27,29,14,0,0,0
'MCCORKE01',2,9,4,1,1,2,1,0,0,2,0,4,2,0,0,0,0,0
'MCCORTI01',483,10390,4030,777,1589,2366,491,139,187,619,1256,2893,1547,1330,935,16,1,0
'MCCOYJE01',254,3792,1197,278,636,914,135,75,188,241,514,946,509,365,179,0,0,0
'MCCRAPA01',37,437,160,7,15,73,33,6,0,0,52,140,63,57,34,0,0,0
'MCCRARO01',768,24876,9014,1645,3442,5087,2750,585,493,1419,1734,6997,3516,2529,1925,219,57,0
'MCCRASC01',77,892,224,70,120,190,74,21,26,68,114,196,83,95,58,0,0,0
'MCCULJO01',8,23,21,1,3,4,3,2,0,3,3,13,9,5,3,0,0,0
'MCDANCL01',12,71,30,3,7,10,7,5,0,2,10,23,8,16,12,6,2,0
'MCDANJI01',201,2835,1033,123,384,852,182,79,70,87,357,1060,436,222,161,0,0,1
'MCDANXA01',870,25201,13606,2082,3230,5312,1775,791,415,1887,2557,11685,5673,3046,2186,283,74,1
'MCDONBE01',176,3692,1061,215,353,568,236,77,17,149,487,989,463,172,125,44,10,0
'MCDONGL01',146,1493,609,84,131,215,99,51,25,0,192,672,269,97,71,0,0,0
'MCDONMI01',1,4,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0
'MCDOWHA01',206,1857,600,186,278,464,98,34,29,131,274,508,229,200,142,8,0,0
'MCDYEAN01',561,17436,8810,1479,3104,4583,799,494,812,1195,1870,7164,3542,2541,1719,53,7,1
'MCELRJI01',418,10178,4120,242,578,820,1462,384,127,610,711,3494,1636,1101,841,34,7,0
'MCGAHME01',51,0,176,0,0,0,51,0,0,0,104,195,62,88,52,0,0,0
'MCGEEMI01',520,9271,4968,542,570,1112,629,371,49,630,1012,4286,2087,817,488,866,306,0
'MCGILBI01',158,2507,1613,0,0,611,168,0,0,0,367,1355,658,418,297,0,0,0
'MCGINGE01',528,16194,9090,1601,3576,5177,1985,923,236,1291,1984,7566,3386,3559,2316,25,2,1
'MCGLOJO01',792,20930,9169,61,214,1928,2280,102,13,0,1370,8174,4001,1381,1167,0,0,1
'MCGRATR01',565,19556,12423,952,2646,3598,2455,778,622,1268,1132,10150,4506,3585,2720,1986,691,1
'MCGREGI01',42,532,171,0,0,148,18,0,0,0,120,182,66,56,39,0,0,0
'MCGUIAL01',191,2966,757,0,0,418,363,0,0,0,501,663,251,463,255,0,0,0
'MCGUIAL02',2,10,4,0,2,2,1,0,0,0,2,4,2,0,0,0,0,0
'MCGUIDI01',738,17170,5921,0,0,2784,4205,0,0,0,1695,5259,2048,2836,1825,0,0,1
'MCHALKE01',971,30118,17335,2358,4764,7122,1670,344,1690,1893,2758,12334,6830,4554,3634,157,41,1
'MCILVJI01',401,5927,1072,479,764,1243,105,136,687,231,1053,949,423,408,225,10,1,0
'MCINNJE01',456,13328,4840,173,789,962,2118,323,26,642,965,4508,1947,805,648,886,298,0
'MCINTKE01',177,3700,934,117,259,696,173,56,32,0,333,1111,401,227,132,0,0,0
'MCKENFO01',6,42,17,2,5,7,1,1,0,3,9,28,7,2,2,2,1,0
'MCKENKE01',243,3460,1320,102,215,317,342,184,25,204,491,1204,498,270,221,283,103,0
'MCKENST01',396,7479,3579,3,13,1117,611,3,0,0,894,2885,1281,1268,1017,0,0,0
'MCKEYDE01',937,27233,10266,1467,2920,4387,2254,1072,611,1713,2700,8048,3908,2885,2247,642,203,0
'MCKIEAA01',769,18901,5842,460,2089,2549,2102,903,164,1049,1567,5148,2251,1222,952,1107,388,0
'MCKINBI01',476,9189,3823,134,543,677,1661,353,40,637,860,3154,1554,868,712,48,3,0
'MCKINCA01',9,113,22,4,9,13,7,6,1,7,16,41,10,4,2,1,0,0
'MCKINHO01',318,1083,2994,0,0,373,503,0,0,0,1023,3844,1145,990,704,0,0,0
'MCLEMMC01',580,12221,5130,0,0,3161,733,0,0,0,1442,4943,1947,1603,1236,0,0,0
'MCLEOGE01',10,85,12,0,0,21,4,0,0,0,16,16,2,15,8,0,0,0
'MCLEOKE01',86,1773,504,25,122,147,295,79,13,128,177,490,170,189,145,82,19,0
'MCLEORO01',113,2130,817,91,217,308,124,41,14,140,198,827,338,166,136,45,5,0
'MCMAHJA01',524,14228,4237,0,0,1390,1939,0,0,0,1483,4790,1615,1580,1007,0,0,0
'MCMILJI01',631,20227,8736,639,1381,3319,1557,435,80,120,1200,7557,3644,1741,1448,0,0,0
'MCMILNA01',796,20462,4733,919,2303,3222,4893,1544,356,1486,2407,4136,1833,1183,769,870,298,0
'MCMILSH01',263,4977,2397,0,0,1571,232,0,0,0,748,2259,981,686,435,0,0,0
'MCMILTO01',729,14770,5914,957,1956,2913,788,198,190,693,1740,5014,2420,1329,1071,23,3,0
'MCMULMA01',109,0,527,0,0,128,120,0,0,0,321,657,201,223,125,0,0,0
'MCNABCH01',2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
'MCNAMJO01',118,695,289,0,0,238,58,0,0,0,196,389,116,92,57,0,0,0
'MCNAMMA01',278,2707,980,345,482,827,77,35,39,223,374,707,362,467,256,0,0,0
'MCNEACH01',108,1864,466,160,334,494,110,90,30,116,274,397,181,158,104,0,0,0
'MCNEIBO01',125,1828,575,0,0,179,327,0,0,0,204,563,222,160,131,0,0,0
'MCNEILA01',297,5094,2533,477,963,1440,225,183,78,71,702,1963,915,902,703,0,0,0
'MCNULCA01',1,14,2,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0
'MCPHEPA01',55,595,262,40,39,79,38,25,4,47,80,216,109,58,42,12,2,0
'MCQUECO01',3,7,6,3,5,8,0,0,1,0,1,3,3,0,0,0,0,0
'MCREYTH01',5,28,3,0,0,6,1,0,0,0,0,12,1,2,1,0,0,0
'MCWILER01',44,245,86,0,0,60,5,0,0,0,46,98,34,37,18,0,0,0
'MEARNGE01',81,0,443,0,0,0,45,0,0,0,202,593,151,206,141,0,0,0
'MEDVEST01',247,3255,1346,269,461,730,133,88,40,154,501,1280,577,261,191,11,1,0
'MEEDA01',40,293,76,17,19,36,18,16,13,18,34,93,29,27,12,27,6,0
'MEELYCL01',318,6329,2658,180,520,1703,398,88,106,0,929,2687,1121,616,416,0,0,0
'MEENTSC01',39,201,72,10,30,40,15,11,7,15,17,72,26,27,19,1,1,0
'MEHENDI01',193,2294,2069,0,0,505,550,0,0,0,561,2182,832,571,405,0,0,0
'MEINEDO01',343,6782,2338,0,0,1626,433,0,0,0,1047,2154,790,1003,758,0,0,0
'MEINHCA01',98,0,516,0,0,0,63,0,0,0,124,662,209,156,98,0,0,0
'MELCHBI01',144,1450,640,0,0,202,203,0,0,0,148,689,284,107,72,0,0,1
'MELCHGA01',137,2780,1074,91,238,329,298,89,21,0,201,978,434,248,206,0,0,0
'MELVIED01',57,0,281,0,0,0,37,0,0,0,150,376,99,127,83,0,0,0
'MEMINDE01',416,8554,2552,286,386,1086,1046,242,28,0,700,2112,1004,867,544,0,0,0
'MENCECH01',141,2821,983,0,0,347,333,0,0,0,169,1063,363,336,257,0,0,0
'MENGEJO01',636,12788,6218,203,689,1221,1329,324,28,280,1284,5047,2418,1708,1382,6,0,0
'MENKEKE01',6,0,15,0,0,0,7,0,0,0,7,17,6,8,3,0,0,0
'MERCERO01',432,13418,5892,383,915,1298,921,456,113,683,817,5803,2490,1054,852,240,60,0
'MERIWJO01',669,14807,5439,1285,2479,3764,603,311,810,737,2253,4244,2170,1598,1098,3,1,0
'MERIWPO01',31,268,119,0,0,29,43,0,0,0,19,122,48,33,23,0,0,0
'MESCHTO01',778,23459,9904,0,0,6698,1331,0,0,0,2841,8793,3877,2885,2150,0,0,1
'MEYERDA01',281,7471,3149,527,1244,1771,652,272,143,395,755,2623,1208,1083,732,5,1,0
'MEYERLO01',140,2044,645,171,309,480,77,31,50,133,371,602,260,168,117,23,8,0
'MIASEST01',365,3758,3851,0,0,999,518,0,0,0,1358,4166,1375,1752,1101,0,0,0
'MICHELA01',96,897,330,102,154,256,49,41,32,57,121,247,140,82,50,3,0,0
'MIHALZI01',7,0,6,0,0,0,0,0,0,0,10,9,3,0,0,0,0,0
'MIHMCH01',336,6832,2540,600,1218,1818,139,107,351,425,985,2137,976,834,585,13,3,0
'MIKANED01',323,2779,2163,0,0,1093,296,0,0,0,919,2493,799,747,565,0,0,0
'MIKANGE01',439,8350,10156,0,0,4167,1245,0,0,0,1862,8783,3544,3924,3068,0,0,1
'MIKANLA01',53,536,158,0,0,139,41,0,0,0,56,186,62,55,34,0,0,0
'MIKKEVE01',699,18443,10063,0,0,5940,1515,0,0,0,2812,8812,3547,3874,2969,0,0,1
'MIKSIAL01',8,0,27,0,0,0,4,0,0,0,22,21,5,21,17,0,0,0
'MILESDA01',372,10148,3828,463,1488,1951,750,331,436,772,891,3364,1594,1056,627,115,19,0
'MILESED01',605,15681,8120,0,0,1860,1225,0,0,0,1385,7505,3301,2032,1518,0,0,1
'MILICDA01',71,413,115,14,72,86,14,9,32,29,64,141,42,48,31,1,0,0
'MILICMA01',44,216,108,13,17,30,14,13,1,27,24,84,47,17,11,7,3,0
'MILITNA01',57,0,244,0,0,0,42,0,0,0,120,343,90,112,64,0,0,0
'MILLEAN01',181,1637,510,185,303,488,66,58,26,90,244,386,197,198,114,8,2,0
'MILLEAN02',489,16565,6960,524,1515,2039,3622,691,123,1317,1252,5563,2499,2293,1872,412,90,0
'MILLEBI01',28,0,53,0,0,0,20,0,0,0,32,72,21,20,11,0,0,0
'MILLEBO01',2,8,4,2,3,5,1,0,1,0,5,3,2,0,0,0,0,0
'MILLEBR01',427,12110,5043,894,2423,3317,1051,343,329,612,1227,3557,1768,1879,1480,89,27,1
'MILLEDI01',8,53,8,2,5,7,5,4,0,8,5,9,4,0,0,1,0,0
'MILLEED01',142,3675,1452,0,0,1206,210,0,0,0,444,1381,517,604,418,0,0,0
'MILLEHA01',53,0,152,0,0,0,42,0,0,0,119,260,58,82,36,0,0,0
'MILLEJA01',8,52,20,0,0,7,1,0,0,0,11,31,8,7,4,0,0,0
'MILLEMI01',351,10747,4686,211,1246,1457,960,253,100,564,877,3888,1749,786,595,1505,593,0
'MILLEOL01',493,11338,3625,940,1953,2893,1061,455,758,921,1460,2874,1536,857,548,42,5,0
'MILLERE01',1389,47622,25279,873,3309,4182,4141,1505,299,2409,2730,17499,8241,7026,6237,6486,2560,1
'MILLEWA01',12,0,23,0,0,0,6,0,0,0,16,21,7,18,9,0,0,0
'MILLSCH01',568,17279,6357,736,2072,2808,1063,421,247,725,1532,5541,2391,1391,1136,1251,439,0
'MILLSJO01',47,0,181,0,0,0,9,0,0,0,94,187,55,129,71,0,0,0
'MILLSTE01',678,16422,7175,1029,2651,3680,891,397,295,851,1896,6227,2847,1214,948,1388,533,0
'MINERHA01',200,3748,1801,191,241,432,245,80,27,278,370,1504,692,502,394,74,23,0
'MINGYA01',244,7522,4000,601,1478,2079,320,87,463,573,801,2805,1474,1314,1051,4,1,1
'MINNIDI01',222,3801,1187,102,265,367,845,196,11,358,472,1050,493,238,176,92,25,0
'MINORDA01',116,3168,877,0,0,527,288,0,0,0,372,942,339,264,199,0,0,0
'MINORGR01',277,5144,1902,258,483,741,382,156,46,225,464,1662,794,378,290,106,24,0
'MINORMA01',4,20,5,0,0,4,2,0,0,0,5,4,1,4,3,0,0,0
'MISAKWA01',3,0,7,0,0,0,0,0,0,0,7,13,3,3,1,0,0,0
'MISKIJA01',1,3,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0
'MITCHMI01',759,24537,15016,1539,2707,4246,1010,530,400,1300,2012,12912,6371,2894,2255,88,19,1
'MITCHMU01',2,0,2,0,0,0,2,0,0,0,1,3,1,0,0,0,0,0
'MITCHSA01',994,22256,8636,1236,2475,3711,1089,551,301,838,2506,7206,3220,2719,2131,292,65,0
'MITCHTO01',24,353,123,18,32,50,21,16,2,33,51,97,43,64,37,0,0,0
'MIXST01',788,18831,8357,1356,2552,4160,1393,885,173,563,1693,6429,3205,2417,1941,21,6,1
'MLKVYBI01',31,608,181,0,0,101,62,0,0,0,54,246,75,48,31,0,0,0
'MOBLECU01',502,18731,8582,345,1645,1990,1365,600,217,1089,1143,7073,3062,1955,1636,2149,822,0
'MOBLEER01',113,1570,440,139,212,351,57,27,61,103,194,333,180,162,77,4,3,0
'MOFFELA01',20,110,16,10,11,21,7,2,2,8,16,17,5,10,6,0,0,0
'MOGUSLE01',231,0,1975,0,0,102,319,0,0,0,575,1944,646,954,683,0,0,0
'MOHAMNA01',386,7374,2815,702,1532,2234,132,230,271,441,926,2411,1143,828,529,3,0,0
'MOISOJE01',145,1393,386,123,272,395,38,45,68,104,183,323,158,118,70,3,0,0
'MOKESPA01',694,9739,2764,709,1633,2342,500,228,309,585,1818,2437,1099,800,555,51,11,0
'MOLINJA01',29,993,350,0,0,209,47,0,0,0,74,278,108,176,134,0,0,0
'MOLISWA01',13,75,45,0,0,22,2,0,0,0,9,51,19,13,7,0,0,0
'MONCRSI01',767,23150,11931,1424,2151,3575,2793,924,226,1551,1635,8198,4117,4319,3587,387,110,1
'MONEYER01',426,10827,5211,338,556,894,1623,524,62,712,1148,4536,2239,980,733,0,0,0
'MONROEA01',926,29636,17454,260,976,2796,3594,473,121,305,2416,14898,6906,4513,3642,0,0,1
'MONRORO01',38,313,131,12,21,33,27,12,2,23,19,144,53,23,19,27,6,0
'MONTGHO01',20,364,144,0,0,69,21,0,0,0,35,153,65,23,14,0,0,0
'MONTRER01',465,8481,2071,682,1477,2159,207,122,275,405,1270,1819,891,604,289,3,0,0
'MOONEJI01',18,529,135,0,0,70,35,0,0,0,50,148,54,40,27,0,0,0
'MOOREAN01',10,50,24,6,8,14,6,2,1,4,6,27,9,8,6,0,0,0
'MOOREJA01',134,1178,365,0,0,338,67,0,0,0,217,350,137,146,91,0,0,0
'MOOREJO01',520,13430,4890,390,1157,1547,3866,1017,116,1163,1325,4343,1998,1123,800,374,94,0
'MOORELO01',112,2118,752,59,168,227,316,89,19,159,266,706,312,156,117,55,11,0
'MOOREMI01',256,3480,1214,307,513,820,130,66,150,198,586,869,448,407,316,8,2,0
'MOOREOT01',682,16893,5616,504,1539,5575,1060,186,342,0,1775,5152,2336,1550,944,0,0,0
'MOORERO01',14,59,24,2,6,8,1,5,0,4,21,29,9,8,6,0,0,0
'MOORETR01',119,1729,833,75,108,183,121,62,8,98,186,738,298,191,160,224,77,0
'MORELJA01',348,6250,2684,0,0,1779,432,0,0,0,998,2521,1042,846,600,0,0,0
'MORGAGU01',8,46,15,6,11,17,7,2,0,2,7,24,7,4,1,0,0,0
'MORGARE01',62,416,172,0,0,91,39,0,0,0,92,152,57,85,58,0,0,0
'MORGEEL01',31,0,57,0,0,0,10,0,0,0,21,52,19,30,19,0,0,0
'MORNIDA01',23,367,96,31,50,81,15,14,2,19,70,82,39,30,18,0,0,0
'MORRICH01',747,18748,8184,1516,2028,3544,1182,917,539,1171,1750,7136,3144,1894,1399,1625,497,0
'MORRIDW01',155,2216,555,0,0,822,135,0,0,0,393,550,218,208,119,0,0,0
'MORRIIS01',25,102,55,6,6,12,4,3,1,8,14,57,26,4,3,0,0,0
'MORRIMA01',62,0,781,0,0,0,194,0,0,0,172,694,252,415,277,0,0,0
'MORRIMI01',36,153,72,7,13,20,11,2,0,23,20,68,23,30,24,7,2,0
'MORRITE01',117,1740,437,50,289,339,89,29,44,74,107,465,193,42,29,110,22,0
'MORTODW01',41,395,167,21,37,58,18,11,15,27,45,129,50,85,58,25,9,0
'MORTOJO01',128,1879,609,54,107,161,342,92,23,186,165,528,204,239,188,58,13,0
'MORTORI01',2,11,6,0,0,0,1,0,0,1,2,4,3,0,0,0,0,0
'MOSLEGL01',32,242,98,27,42,69,21,8,10,25,40,88,36,45,26,0,0,0
'MOSSPE01',136,1710,536,63,147,210,168,98,18,136,228,499,207,158,114,46,8,0
'MOTENLA01',119,1814,747,80,101,181,182,77,32,126,143,701,286,178,116,197,59,0
'MOTTOHA01',155,2358,715,82,360,442,75,31,28,137,337,661,292,166,130,16,1,0
'MOURNAL01',671,22706,12992,1757,4579,6336,910,384,1963,1975,2358,8866,4638,5254,3694,88,22,1
'MRAZOCH01',23,0,76,0,0,33,12,0,0,0,48,73,24,46,28,0,0,0
'MUELLER01',442,9746,3285,0,0,2097,879,24,0,22,898,3066,1309,1069,667,0,0,0
'MULLAJO01',37,0,30,0,0,0,52,0,0,0,30,70,9,15,12,0,0,0
'MULLEBO01',54,0,314,0,0,0,54,0,0,0,94,445,125,102,64,0,0,0
'MULLICH01',986,32162,17911,1026,3008,4034,3450,1530,549,2315,2050,13243,6740,4178,3616,2120,815,1
'MULLIJE01',802,24574,13017,144,287,3427,3023,140,37,0,2165,11631,5383,2764,2251,0,0,1
'MUNDTTO01',33,151,37,11,17,28,3,2,5,3,29,41,16,8,5,0,0,0
'MUNKCH01',11,29,13,5,9,14,1,1,2,5,5,7,3,12,7,0,0,0
'MUNROGE01',80,0,485,0,0,0,20,0,0,0,111,714,191,159,103,0,0,0
'MURDOER01',508,11882,5118,339,922,1261,2467,830,69,991,981,4310,1889,1329,1044,863,296,0
'MURESGH01',307,6730,3020,658,1300,1958,150,171,455,446,958,2206,1265,761,490,1,0,0
'MURPHAL01',2,18,5,3,1,4,0,0,0,0,5,5,1,7,3,0,0,0
'MURPHCA01',1002,30607,17949,499,952,2103,4402,1165,51,822,3250,15030,7247,3864,3445,72,10,1
'MURPHDI01',31,0,34,0,0,0,8,0,0,0,15,75,15,9,4,0,0,0
'MURPHJA01',67,436,160,34,77,111,13,8,7,24,59,190,63,56,34,3,0,0
'MURPHJO01',20,0,32,0,0,0,0,0,0,0,8,40,11,15,10,0,0,0
'MURPHRO01',18,89,36,5,6,11,6,5,1,8,14,49,14,11,7,4,1,0
'MURPHTO01',191,4071,1049,340,601,941,183,113,88,112,382,872,396,352,239,62,18,0
'MURPHTR01',259,6946,2758,568,1489,2057,293,166,101,337,711,2362,1015,845,658,188,70,0
'MURRAKE01',181,2118,1471,0,0,599,482,0,0,0,350,1617,541,521,389,0,0,0
'MURRALA01',679,17904,8090,857,2045,2902,963,667,312,1185,1405,7120,3065,1915,1459,1387,501,0
'MURRARO01',145,2965,1385,60,246,306,275,115,39,214,217,1309,531,323,232,329,91,0
'MURRATR01',659,12102,5943,496,1153,1649,508,361,161,603,1099,5070,2181,999,828,1942,753,0
'MURREDO01',357,4486,1683,0,0,1555,226,0,0,0,827,1394,593,732,497,0,0,0
'MUSIAN01',161,0,1359,0,0,0,117,0,0,0,284,1921,558,315,243,0,0,0
'MUSTAJE01',179,1902,721,145,307,452,99,54,46,144,237,635,285,233,151,2,0,0
'MUTOMDI01',1009,33829,11196,3296,8037,11333,1218,444,3099,2077,3033,7704,3986,4728,3224,2,0,1
'MUURSMA01',83,948,389,81,100,181,50,41,25,47,154,322,137,137,95,62,20,0
'MYERSPE01',377,6039,1804,220,451,671,807,263,75,465,681,1568,660,677,452,146,32,0
'NABERBO01',4,11,1,0,0,5,1,0,0,0,6,4,0,2,1,0,0,0
'NACHABO01',6,59,20,0,0,19,3,0,0,0,6,20,6,13,8,0,0,0
'NACHBBO01',130,1934,661,35,228,263,107,45,32,102,268,573,219,156,123,269,100,0
'NAGELJE01',14,0,13,0,0,0,18,0,0,0,11,28,6,4,1,0,0,0
'NAGYFR01',50,0,253,0,0,0,68,0,0,0,84,271,94,97,65,0,0,0
'NAILOLE01',284,5583,2529,294,600,894,291,125,49,310,564,2286,1081,467,366,9,1,0
'NAJERED01',276,4796,1381,319,739,1058,202,185,103,170,571,1126,554,409,264,31,9,0
'NANCELA01',920,30697,15687,2299,5053,7352,2393,872,2027,1711,2703,11664,6370,3892,2939,55,8,1
'NAPOLPA01',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'NASHBO01',219,2557,1036,182,267,483,147,59,43,129,275,1013,441,211,154,0,0,0
'NASHCH01',45,357,137,0,0,83,19,0,0,0,57,145,47,52,43,0,0,0
'NASHST01',624,18269,8006,355,1295,1650,4180,508,38,1426,1188,6132,2885,1647,1469,1836,767,1
'NATERSW01',489,13868,5943,1538,3759,5297,954,258,226,982,1501,4528,2432,1419,1078,4,1,1
'NATHAHO01',5,15,13,0,0,0,2,3,0,8,2,9,5,4,3,1,0,0
'NATTCA01',599,18818,10291,1370,2700,4070,1306,525,191,1256,1386,7580,4003,2954,2269,73,16,1
'NATTKE01',49,388,150,17,23,40,41,12,1,35,57,156,65,29,18,10,2,0
'NAULLWI01',716,20620,11305,0,0,6508,1114,0,0,0,2216,11145,4526,2774,2253,0,0,1
'NDIAYMA01',4,27,5,3,2,5,1,0,1,1,9,4,1,4,3,0,0,0
'NDIAYMA02',69,858,262,82,143,225,8,17,64,40,146,199,85,125,92,1,0,0
'NEALCR01',63,625,158,9,36,45,155,28,4,73,96,158,59,45,27,43,13,0
'NEALJI01',80,1093,351,0,0,304,33,0,0,0,166,428,129,154,93,0,0,0
'NEALLL01',435,11015,4846,686,1717,3370,632,178,324,102,1271,4087,1981,1316,884,0,0,0
'NEALYED01',540,6792,1451,585,1214,1799,392,256,51,226,893,1111,553,449,307,130,38,0
'NEGRAAL01',11,0,31,0,0,0,5,0,0,0,20,69,13,8,5,0,0,0
'NELSOBA01',28,102,35,0,0,20,7,0,0,0,21,36,15,10,5,0,0,0
'NELSODO01',1053,21685,10898,273,723,5192,1526,65,35,0,2451,8373,4017,3744,2864,0,0,0
'NELSOJA01',79,1612,689,52,141,193,237,78,3,117,199,628,286,107,73,141,44,0
'NELSOLO01',224,4947,2113,197,330,527,436,202,21,48,437,1874,819,644,475,0,0,0
'NEMBHRU01',10,113,40,3,5,8,17,9,0,8,12,37,16,10,8,6,0,0
